Drug Name,Active Ingredient,Form; Route,Date,URL
trijardy xr,empagliflozin; linagliptin; metformin hydrochloride,"TABLET, EXTENDED RELEASE;ORAL",10/30/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/212614s020lbl.pdf#page=44
trileptal,oxcarbazepine,SUSPENSION;ORAL,01/04/2019,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/021014s042,021285s035lbl.pdf#page=26"
trileptal,oxcarbazepine,TABLET;ORAL,01/04/2019,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/021014s042,021285s035lbl.pdf#page=26"
trintellix,vortioxetine hydrobromide,TABLET;ORAL,08/23/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/204447s026lbl.pdf#page=33
triptodur kit,triptorelin pamoate,"FOR SUSPENSION, EXTENDED RELEASE;INTRAMUSCULAR",12/07/2022,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/208956s010lbl.pdf#page=12
triumeq,abacavir sulfate; dolutegravir sodium; lamivudine,TABLET;ORAL,04/18/2024,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/205551s31,215413s02lbl.pdf#page=56"
triumeq pd,abacavir sulfate; dolutegravir sodium; lamivudine,SUSPENSION;ORAL,04/18/2024,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/205551s31,215413s02lbl.pdf#page=56"
trizivir,abacavir sulfate; lamivudine; zidovudine,TABLET;ORAL,02/17/2021,https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/021205s038lbl.pdf#page=34
trokendi xr,topiramate,"CAPSULE, EXTENDED RELEASE;ORAL",01/04/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/201635s030lbl.pdf#page=52
troxyca er,naltrexone hydrochloride; oxycodone hydrochloride,"CAPSULE, EXTENDED RELEASE;ORAL",05/26/2017,http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/207621s004lbl.pdf#page=32
trudhesa,dihydroergotamine mesylate,"SPRAY, METERED;NASAL",09/02/2021,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/213436s000lbl.pdf#page=22
trulance,plecanatide,TABLET;ORAL,04/13/2021,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/208745s011lbl.pdf#page=15
trulicity,dulaglutide,INJECTABLE;INJECTION,11/17/2022,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/125469s051lbl.pdf#page=16
truvada,emtricitabine; tenofovir disoproxil fumarate,TABLET;ORAL,04/29/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021752Orig1s063lbl.pdf#page=35
truxima,rituximab-abbs,INJECTABLE;INJECTION,02/04/2022,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761088s018lbl.pdf#page=49
turalio,pexidartinib hydrochloride,CAPSULE;ORAL,11/16/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/211810s012lbl.pdf#page=20
tussionex pennkinetic,chlorpheniramine polistirex; hydrocodone polistirex,"SUSPENSION, EXTENDED RELEASE;ORAL",06/28/2018,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/019111s022lbl.pdf#page=25
tuxarin er,chlorpheniramine maleate; codeine phosphate,"TABLET, EXTENDED RELEASE;ORAL",12/15/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/206323s008lbl.pdf#page=27
tuzistra xr,chlorpheniramine polistirex; codeine polistirex,"SUSPENSION, EXTENDED RELEASE;ORAL",12/15/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/207768s013lbl.pdf#page=27
tyenne,tocilizumab--aazg,INJECTABLE;SUBCUTANEOUS,12/03/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/761275s011lbl.pdf#page=46
tymlos,abaloparatide,SOLUTION;SUBCUTANEOUS,12/21/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/208743s009lbl.pdf#page=18
tysabri,natalizumab,VIAL; SINGLE-USE,10/30/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/125104s976s979lbl.pdf#page=32
tyzeka,telbivudine,TABLET;ORAL,12/27/2018,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/022011s022,022154s019lbl.pdf#page=19"
tyzeka,telbivudine,SOLUTION;ORAL,12/27/2018,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/022011s022,022154s019lbl.pdf#page=19"
ukoniq,umbralisib tosylate,TABLET;ORAL,02/05/2021,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/213176s000lbl.pdf#page=19
uloric,febuxostat,TABLET;ORAL,04/17/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021856s015lbl.pdf#page=19
ultomiris,ravulizumab-cwvz,INJECTABLE;INJECTION,06/28/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761108s023lbl.pdf#page=41
ultracet,acetaminophen; tramadol hydrochloride,TABLET;ORAL,02/13/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021123s015lbl.pdf#page=46
ultram,tramadol hydrochloride,TABLET;ORAL,02/13/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/020281s040lbl.pdf#page=42
ultram er,tramadol hydrochloride,"TABLET, EXTENDED RELEASE;ORAL",08/29/2017,https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/021692s015lbl.pdf#page=36
uplizna,inebilizumab-cdon,INJECTABLE;INJECTION,06/11/2020,https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/761142s000lbl.pdf#page=17
valchlor,mechlorethamine hydrochloride,GEL;TOPICAL,05/01/2020,https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/202317s009lbl.pdf#page=10
valium,diazepam,TABLET;ORAL,03/19/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/013263Orig1s100lbl.pdf#page=19
valtoco,diazepam,SPRAY;NASAL,01/13/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/211635s008lbl.pdf#page=24
vanflyta,quizartinib,TABLET;ORAL,06/25/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/216993s000lbl.pdf#page=20
vantrela er,hydrocodone bitartrate,"TABLET, EXTENDED RELEASE;ORAL",05/26/2017,http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/207975s000lbl.pdf#page=39
velsipity,etrasimod arganine,TABLET;ORAL,06/05/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/216956s000lbl.pdf#page=24
venbysi xr,venlafaxine besylate,"TABLET, EXTENDED RELEASE; ORAL",08/18/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/215429s001lbl.pdf#page=33
venclexta,venetoclax,TABLET;ORAL,06/15/2022,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/208573s026lbl.pdf#page=54
venlafaxine hydrochloride,venlafaxine hydrochloride,"TABLET, EXTENDED RELEASE;ORAL",08/18/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022104s023lbl.pdf#page=35
veopoz,pozelimab-bbfg,"INJECTABLE;INTRAVENOUS, SUBCUTANEOUS",08/18/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761339s000lbl.pdf#page=16
verquvo,vericiguat,TABLET;ORAL,05/10/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/214377s002lbl.pdf#page=16
vibativ,telavancin,INJECTABLE; INJECTION,06/21/2013,http://www.fda.gov/downloads/Drugs/DrugSafety/UCM183838.pdf
vibativ,telavancin hydrochloride,POWDER;INTRAVENOUS,07/07/2020,http://www.fda.gov/downloads/Drugs/DrugSafety/UCM183838.pdf
viberzi,eluxadoline,TABLET;ORAL,06/17/2020,https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/206940s007lbl.pdf#page=20
vicoprofen,hydrocodone bitartrate; ibuprofen,TABLET;ORAL,12/16/2016,http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/020716s012s013s014s015s016lbl.pdf#page=36
victoza,liraglutide recombinant,SOLUTION;SUBCUTANEOUS,07/05/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022341s039lbl.pdf#page=31
victrelis,boceprevir,CAPSULE;ORAL,01/30/2017,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/202258MG.pdf#page=27
videx,didanosine,FOR SOLUTION;ORAL,12/17/2018,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/020156s054lbl.pdf#page=34
videx ec,didanosine,"CAPSULE, DELAYED REL PELLETS;ORAL",12/17/2018,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/021183s029lbl.pdf#page=33
viekira pak (copackaged),"dasabuvir sodium; ombitasvir, paritaprevir, ritonavir",TABLET;ORAL,12/06/2019,https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/206619s020lbl.pdf#page=49
viekira xr,dasabuvir sodium; ombitasvir; paritaprevir; ritonavir,"TABLET, EXTENDED RELEASE;ORAL",12/06/2019,https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/208624s008lbl.pdf#page=49
viibryd,vilazodone hydrochloride,TABLET;ORAL,04/19/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022567s024lbl.pdf#page=17
vimovo,esomeprazole magnesium; naproxen,"TABLET, DELAYED RELEASE;ORAL",11/21/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/022511s030lbl.pdf#page=40
vimpat,lacosamide,TABLET;ORAL,10/16/2023,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022253s057,022254s047,022255s039lbl.pdf#page=31"
vimpat,lacosamide,SOLUTION;INTRAVENOUS,10/16/2023,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022253s057,022254s047,022255s039lbl.pdf#page=31"
vimpat,lacosamide,SOLUTION;ORAL,10/16/2023,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022253s057,022254s047,022255s039lbl.pdf#page=31"
viokace,pancrelipase (amylase;lipase;protease),TABLET;ORAL,02/28/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/022542s007lbl.pdf#page=12
viramune,nevirapine,SUSPENSION;ORAL,06/10/2022,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020636s052,020933s043lbl.pdf#page=19"
viramune,nevirapine,TABLET;ORAL,06/10/2022,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020636s052,020933s043lbl.pdf#page=19"
viramune xr,nevirapine,"TABLET, EXTENDED RELEASE;ORAL",06/10/2022,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/201152s014lbl.pdf#page=18
visicol,"sodium phosphate, dibasic anhydrous; sodium phosphate, monobasic, monohydrate",TABLET;ORAL,03/07/2013,https://www.accessdata.fda.gov/drugsatfda_docs/label/2013/021097s016lbl.pdf#page=11
vituz,chlorpheniramine maleate; hydrocodone bitartrate,SOLUTION;ORAL,06/28/2018,http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/204307s004lbl.pdf#page=25
vivactil,protriptyline hydrochloride,TABLET;ORAL,07/17/2014,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/Vivactil.pdf
vivitrol,naltrexone,"FOR SUSPENSION, EXTENDED RELEASE;INTRAMUSCULAR",09/30/2022,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/021897s052lbl.pdf#page=33
vivlodex,meloxicam,CAPSULE;ORAL,11/21/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/207233s005lbl.pdf#page=24
vogelxo,testosterone,GEL;TRANSDERMAL,04/30/2020,https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/204399s012lbl.pdf#page=23
vogelxo,testosterone,"GEL, METERED;TRANSDERMAL",04/30/2020,https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/204399s012lbl.pdf#page=23
voltaren,diclofenac sodium,"TABLET, DELAYED RELEASE;ORAL",04/28/2021,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/019201s048lbl.pdf#page=18
voltaren arthritis pain,diclofenac sodium,GEL;TOPICAL,11/29/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/022122s011lbl.pdf#page=22
voltaren-xr,diclofenac sodium,"TABLET, EXTENDED RELEASE;ORAL",04/28/2021,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020254s030lbl.pdf#page=18
votrient,pazopanib hydrochloride,TABLET;ORAL,01/25/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/022465s031s032lbl.pdf#page=27
vraylar,cariprazine hydrochloride,CAPSULE;ORAL,11/22/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/204370s012lbl.pdf#page=46
vyvanse,lisdexamfetamine dimesylate,CAPSULE;ORAL,10/13/2023,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021977s050,208510s007lbl.pdf#page=38"
vyvanse,lisdexamfetamine dimesylate,"TABLET, CHEWABLE;ORAL",10/13/2023,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021977s050,208510s007lbl.pdf#page=38"
wegovy,semaglutide,SOLUTION;SUBCUTANEOUS,11/27/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/215256s015lbl.pdf#page=35
welireg,belzutifan,TABLET;ORAL,02/26/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/215383s006lbl.pdf#page=17
wellbutrin,bupropion hydrochloride,TABLET;ORAL,05/07/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/018644s057lbl.pdf#page=32
wellbutrin sr,bupropion hydrochloride,"TABLET, EXTENDED RELEASE;ORAL",05/07/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020358s064lbl.pdf#page=34
wellbutrin xl,bupropion hydrochloride,"TABLET, EXTENDED RELEASE;ORAL",05/07/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/021515s044lbl.pdf#page=29
wezlana,ustekinumab-auub,"INJECTABLE;SUBCUTANEOUS, INTRAVENOUS",10/31/2023,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761285s000,761331s000lbl.pdf#page=36"
wezlana,ustekinumab-auub,"INJECTABLE;SUBCUTANEOUS, INTRAVENOUS",10/31/2023,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761285s000,761331s000lbl.pdf#page=36"
xalkori,crizotinib,CAPSULE;ORAL,09/07/2023,http://www.accessdata.fda.gov/drugsatfda_docs/label/2023/202570s036lbl.pdf#page=46
xanax,alprazolam,TABLET;ORAL,01/13/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/018276s059lbl.pdf#page=22
xanax xr,alprazolam,"TABLET, EXTENDED RELEASE;ORAL",01/13/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021434s022lbl.pdf#page=23
xarelto,rivaroxaban,FOR SUSPENSION;ORAL,02/08/2023,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/215859s000lbl.pdf#page=77
xarelto,rivaroxaban,TABLET;ORAL,03/01/2022,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/022406s039,202439s038lbl.pdf#page=77"
xarelto,rivaroxaban,TABLET;ORAL,02/08/2023,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/022406s039,202439s038lbl.pdf#page=77"
xartemis xr,acetaminophen; oxycodone hydrochloride,"TABLET, EXTENDED RELEASE;ORAL",09/18/2018,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/204031s004s005lbl.pdf#page=34
xcopri,cenobamate,TABLET;ORAL,04/05/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/212839s006s007lbl.pdf#page=25
xeljanz,tofacitinib citrate,SOLUTION;ORAL,09/27/2024,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/203214s036,208246s023,213082s008lbl.pdf#page=65"
xeljanz,tofacitinib citrate,TABLET;ORAL,09/27/2024,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/203214s036,208246s023,213082s008lbl.pdf#page=65"
xeljanz xr,tofacitinib citrate,"TABLET, EXTENDED RELEASE;ORAL",09/27/2024,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/203214s036,208246s023,213082s008lbl.pdf#page=65"
xelstrym,dextroamphetamine,SYSTEM;TRANSDERMAL,10/13/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/215401s008lbl.pdf#page=28
xenazine,tetrabenazine,TABLET;ORAL,09/13/2017,https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/021894s013lbl.pdf#page=24
xeomin,incobotulinumtoxina,INJECTABLE;INJECTION,09/08/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/125360s097lbl.pdf#page=23
xiaflex,collagenase clostridium histolyticum,SOLUTION; INJECTION,07/12/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/125338s111lbl.pdf#page=33
xigduo xr,dapagliflozin; metformin hydrochloride,"TABLET, EXTENDED RELEASE;ORAL",06/12/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/205649s021lbl.pdf#page=59
xolair,omalizumab,VIAL,02/16/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/103976s5242lbl.pdf#page=37
xospata,gilteritinib fumarate,TABLET;ORAL,01/12/2022,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/211349s003lbl.pdf#page=18
xpovio,selinexor,TABLET;ORAL,07/15/2022,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/212306s010lbl.pdf#page=31
xtampza er,oxycodone,"CAPSULE, EXTENDED RELEASE;ORAL",12/15/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/208090s021lbl.pdf#page=40
xtrelus,hydrocodone bitartrate;guaifenesin,TABLET;ORAL,12/15/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/208085s002lbl.pdf#page=22
xultophy 100/3.6,insulin degludec; liraglutide,SOLUTION;SUBCUTANEOUS,07/10/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/208583s021lbl.pdf#page=42
xyosted (autoinjector),testosterone enanthate,SOLUTION;SUBCUTANEOUS,11/19/2019,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/209863s000lbl.pdf#page=16
xyrem,sodium oxybate,SOLUTION;ORAL,05/22/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021196s042lbl.pdf#page=26
xywav,calcium oxybate; magnesium oxybate; potassium oxybate; sodium oxybate,SOLUTION;ORAL,05/22/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/212690s011lbl.pdf#page=29
yervoy,ipilimumab,INJECTABLE; INJECTION,02/15/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/125377s129lbl.pdf#page=72
yesintek,ustekinumab-kfce,"INJECTABLE;INTRAVENOUS, SUBCUTANEOUS",Invalid date,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/761406s000lbl.pdf#page=37
yosprala,aspirin; omeprazole,"TABLET, DELAYED RELEASE;ORAL",11/21/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/205103s010lbl.pdf#page=29
yuflyma,adalimumab-aaty,INJECTABLE;SUBCUTANEOUS,08/16/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/761219s011lbl.pdf#page=43
yusimry,adalimumab-aqvh,INJECTABLE;INJECTION,09/13/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761216s004lbl.pdf#page=56
zarontin,ethosuximide,CAPSULE;ORAL,10/28/2021,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/012380s034mg.pdf
zegerid,omeprazole; sodium bicarbonate,FOR SUSPENSION;ORAL,07/18/2023,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021849s020,021636s025lbl.pdf#page=31"
zegerid,omeprazole; sodium bicarbonate,CAPSULE;ORAL,07/18/2023,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021849s020,021636s025lbl.pdf#page=31"
zelboraf,vemurafenib,TABLET;ORAL,05/18/2020,https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/202429s016lbl.pdf#page=21
zenpep,pancrelipase;lipase;protease;amylase,"CAPSULE, DELAYED RELEASE;ORAL",02/28/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/022210s024lbl.pdf#page=14
zenpep,pancrelipase (amylase;lipase;protease),"CAPSULE, DELAYED RELEASE;ORAL",02/28/2024,http://www.fda.gov/downloads/Drugs/DrugSafety/UCM180714.pdf
zeposia,ozanimod hydrochloride,CAPSULE;ORAL,06/05/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/209899s006s009lbl.pdf#page=25
zerit,stavudine,FOR SOLUTION;ORAL,12/17/2018,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/020412s041,020413s033lbl.pdf#page=29"
ziagen,abacavir sulfate,SOLUTION;ORAL,11/24/2020,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020977s035,020978s038lbl.pdf#page=27"
zilbrysq,zilucoplan,INJECTABLE;SUBCUTANEOUS,04/26/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/216834s000lbl.pdf#page=20
zinbryta,daclizumab,INJECTABLE;INJECTION,11/01/2017,https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/761029s001lbl.pdf#page=24
zipsor,diclofenac potassium,CAPSULE;ORAL,11/21/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/022202s016lbl.pdf#page=24
zituvimet,"sitagliptin, metformin hydrochloride",TABLET;ORAL,11/03/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/216743s000lbl.pdf#page=38
zituvio,sitagliptin,TABLET;ORAL,10/18/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/211566s000lbl.pdf#page=33
zohydro er,hydrocodone bitartrate,"CAPSULE, EXTENDED RELEASE;ORAL",03/04/2021,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/202880s020lbl.pdf#page=30
zoloft,sertraline hydrochloride,CONCENTRATE;ORAL,08/18/2023,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/019839s108,20990s062lbl.pdf#page=37"
zoloft,sertraline hydrochloride,TABLET;ORAL,08/18/2023,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/019839s108,20990s062lbl.pdf#page=37"
zolpidem tartrate,zolpidem tartrate,TABLET;ORAL,03/07/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/Zolpidem.pdf
zolpidem tartrate capsules,zolpidem tartrate,CAPSULE;ORAL,05/09/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/215721s000lbl.pdf#page=27
zolpimist,zolpidem tartrate,"SPRAY, METERED;ORAL",08/18/2019,https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/022196s012lbl.pdf#page=19
zonegran,zonisamide,CAPSULE;ORAL,04/13/2020,https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020789s036lbl.pdf#page=25
zonisade,zonisamide,SUSPENSION;ORAL,07/15/2022,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/214273s000lbl.pdf#page=27
zontivity,vorapaxar sulfate,TABLET;ORAL,11/07/2019,http://www.fda.gov/downloads/Drugs/DrugSafety/UCM447698.pdf
zortress,everolimus,TABLET;ORAL,02/28/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021560s033lbl.pdf#page=31
zorvolex,diclofenac,CAPSULE;ORAL,11/21/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/204592s014lbl.pdf#page=26
ztalmy,ganaxolone,SUSPENSION;ORAL,06/21/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/215904s003s004lbl.pdf#page=16
zubsolv,buprenorphine hydrochloride; naloxone hydrochloride,TABLET;SUBLINGUAL,03/20/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/204242s027lbl.pdf#page=19
zulresso,brexanolone,SOLUTION;INTRAVENOUS,10/17/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/211371s007lbl.pdf#page=20
zurampic,lesinurad,TABLET;ORAL,08/04/2016,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/207988lbl.pdf#page=17
zurzuvae,zuranolone,CAPSULE;ORAL,08/04/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/217369Orig2s000Corrected_lbl.pdf#page=22
zutripro,chlorpheniramine maleate; hydrocodone bitartrate; pseudoephedrine hydrochloride,SOLUTION;ORAL,06/28/2018,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/022439s010lbl.pdf#page=28
zyban,bupropion hydrochloride,"TABLET, EXTENDED RELEASE;ORAL",03/09/2021,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020711s052lbl.pdf#page=38
zydelig,idelalisib,TABLET;ORAL,07/06/2022,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/205858s016lbl.pdf#page=25
zymfentra,infliximab-dyyb,INJECTABLE;SUBCUTANEOUS,02/22/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761358s000lbl.pdf#page=30
zynyz,retifanlimab-dlwr,INJECTABLE;INTRAVENOUS,04/22/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761334s000lbl.pdf#page=18
zyprexa,olanzapine,TABLET;ORAL,04/23/2020,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020592s075,021086s049,021253s062lbl.pdf#page=37"
zyprexa,olanzapine,INJECTABLE;INTRAMUSCULAR,04/23/2020,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020592s075,021086s049,021253s062lbl.pdf#page=37"
zyprexa relprevv,olanzapine pamoate,"SUSPENSION, EXTENDED RELEASE;INTRAMUSCULAR",04/28/2021,https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/022173s036lbl.pdf#page=29
zyprexa zydis,olanzapine,"TABLET, ORALLY DISINTEGRATING;ORAL",04/23/2020,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020592s075,021086s049,021253s062lbl.pdf#page=37"
