"Drug Name","Active Ingredient","Form; Route","Appl. No.","Company","Date","URL"
"PROLIA","DENOSUMAB","INJECTABLE; SUBCUTANEOUS","125320","AMGEN","01/03/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/125320s211lbl.pdf#page=31"
"PROMACTA","ELTROMBOPAG OLAMINE","TABLET;ORAL","022291","NOVARTIS","03/09/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022291s037,207027s017lbl.pdf#page=35"
"PROMACTA KIT","ELTROMBOPAG OLAMINE","FOR SUSPENSION;ORAL","207027","NOVARTIS","03/09/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022291s037,207027s017lbl.pdf#page=35"
"PROPULSID","CISAPRIDE MONOHYDRATE","TABLET;ORAL","020210","JANSSEN PHARMS","03/06/2000","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/Propulsid.pdf"
"PROPYLTHIOURACIL","PROPYLTHIOURACIL","TABLET;ORAL","006188","DAVA PHARMS INC","09/19/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/006188s026lbl.pdf#page=7"
"PROQUIN XR","CIPROFLOXACIN HYDROCHLORIDE","TABLET, EXTENDED RELEASE;ORAL","021744","DEPOMED INC","08/15/2011","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/Proquin XR.pdf"
"PROTONIX","PANTOPRAZOLE SODIUM","FOR SUSPENSION, DELAYED RELEASE;ORAL","022020","WYETH PHARMS","07/18/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/020987s060,022020s023lbl.pdf#page=31"
"PROTONIX","PANTOPRAZOLE SODIUM","TABLET, DELAYED RELEASE;ORAL","020987","WYETH PHARMS","07/18/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/020987s060,022020s023lbl.pdf#page=31"
"PROTOPIC","TACROLIMUS","OINTMENT;TOPICAL","050777","LEO PHARMA AS","02/25/2019","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm088996.pdf"
"PROVIGIL","MODAFINIL","TABLET;ORAL","020717","CEPHALON","01/15/2015","http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/020717s030s034s036MedGuide.pdf"
"PROZAC","FLUOXETINE HYDROCHLORIDE","CAPSULE;ORAL","018936","ELI LILLY AND CO","08/18/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/018936 s112lbl.pdf#page=26"
"PROZAC WEEKLY","FLUOXETINE HYDROCHLORIDE","CAPSULE, DELAYED REL PELLETS;ORAL","021235","LILLY","03/24/2017","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/018936s103,021235s023lbl.pdf#page=28"
"QDOLO","TRAMADOL HYDROCHLORIDE","SOLUTION;ORAL","214044","ATHENA","12/15/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/214044s002lbl.pdf#page=28"
"QELBREE","VILOXAZINE HYDROCHLORIDE","CAPSULE, EXTENDED RELEASE;ORAL","211964","SUPERNUS PHARMS","04/29/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/211964s003lbl.pdf#page=21"
"QMIIZ ODT","MELOXICAM","TABLET, ORALLY DISINTEGRATING;ORAL","211210","TERSERA","04/28/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/211210s002lbl.pdf#page=37"
"QSYMIA","PHENTERMINE HYDROCHLORIDE; TOPIRAMATE","CAPSULE, EXTENDED RELEASE;ORAL","022580","VIVUS","09/13/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/022580s025lbl.pdf#page=43"
"QTERN","DAPAGLIFLOZIN; SAXAGLIPTIN HYDROCHLORIDE","TABLET;ORAL","209091","ASTRAZENECA AB","09/12/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/209091s008lbl.pdf#page=37"
"QTERNMET XR","DAPAGLIFLOZIN; METFORMIN HYDROCHLORIDE; SAXAGLIPTIN HYDROCHLORIDE","TABLET, EXTENDED RELEASE;ORAL","210874","ASTRAZENECA AB","01/24/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/210874s003lbl.pdf#page=47"
"QUALAQUIN","QUININE SULFATE","CAPSULE;ORAL","021799","SUN PHARM INDUSTRIES","06/19/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/021799s029lbl.pdf#page=26"
"QUDEXY XR","TOPIRAMATE","CAPSULE, EXTENDED RELEASE;ORAL","205122","UPSHER SMITH LABS","03/28/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/205122s014lbl.pdf#page=54"
"QUILLICHEW ER","METHYLPHENIDATE HYDROCHLORIDE","TABLET, EXTENDED RELEASE, CHEWABLE;ORAL","207960","NEXTWAVE PHARMS","06/25/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/207960s012lbl.pdf#page=21"
"QUILLIVANT XR","METHYLPHENIDATE HYDROCHLORIDE","FOR SUSPENSION, EXTENDED RELEASE;ORAL","202100","NEXTWAVE","06/25/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/202100s018lbl.pdf#page=21"
"QUVIVIQ","DARIDOREXANT","TABLET; ORAL","214985","IDORSIA PHARMACEUTICALS LTD.","09/30/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/214985s010s012lbl.pdf#page=24"
"RALDESY","TRAZODONE HYDROCHLORIDE, USP","SOLUTION;ORAL","218637","VALIDUS PHARMACEUTICALS LLC","11/26/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/218637s000lbl.pdf#page=12"
"RAPAMUNE","SIROLIMUS","SOLUTION;ORAL","021083","PF PRISM CV","01/02/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/021083s067,021110s085lbl.pdf#page=43"
"RAPAMUNE","SIROLIMUS","TABLET;ORAL","021110","PF PRISM CV","08/09/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/021110s086lbl.pdf#page=43"
"RAVICTI","GLYCEROL PHENYLBUTYRATE","LIQUID;ORAL","203284","HORIZON THERAP","09/03/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/203284s012lbl.pdf#page=27"
"REBETOL","RIBAVIRIN","SOLUTION;ORAL","021546","SCHERING","03/16/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020903s057,021546s013lbl.pdf#page=26"
"REBETOL","RIBAVIRIN","CAPSULE;ORAL","020903","MERCK SHARP DOHME","03/16/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020903s057,021546s013lbl.pdf#page=26"
"REBIF","INTERFERON BETA-1A","SYRINGE","103780","SERONO INC","07/28/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/103780s5214lbl.pdf#page=16"
"RECLAST","ZOLEDRONIC ACID","INJECTABLE;INTRAVENOUS","021817","NOVARTIS","04/29/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/021817s028lbl.pdf#page=25"
"RECORLEV","LEVOKETOCONAZOLE","TABLET;ORAL","214133","STRONGBRIDGE","08/16/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/214133s003lbl.pdf#page=3"
"REGLAN","METOCLOPRAMIDE HYDROCHLORIDE","TABLET;ORAL","017854","ANI PHARMS","08/29/2017","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM235574.pdf"
"REGLAN","METOCLOPRAMIDE HYDROCHLORIDE","INJECTABLE;INJECTION","017862","HIKMA","11/18/2010","http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/017862s063MedGuide.pdf"
"REGLAN ODT","METOCLOPRAMIDE HYDROCHLORIDE","TABLET, ORALLY DISINTEGRATING;ORAL","021793","MEDA PHARMS","11/30/2011","http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/021793s011mg.pdf"
"REGRANEX","BECAPLERMIN","GEL; TOPICAL","103691","SMITH AND NEPHEW","08/26/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/103691s5138lbl.pdf#page=8"
"RELEXXII","METHYLPHENIDATE HYDROCHLORIDE","TABLET, EXTENDED RELEASE;ORAL","216117","VERTICAL PHARMACEUTICALS","10/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/216117s001lbl.pdf#page=25"
"RELISTOR","METHYLNALTREXONE BROMIDE","SOLUTION;SUBCUTANEOUS","021964","SALIX PHARMS","03/14/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/021964s019,208271s003lbl.pdf#page=24"
"RELISTOR","METHYLNALTREXONE BROMIDE","TABLET;ORAL","208271","SALIX","03/14/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/021964s019,208271s003lbl.pdf#page=24"
"REMERON","MIRTAZAPINE","TABLET;ORAL","020415","ORGANON USA INC","11/18/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020415s038,021208s028lbl.pdf#page=23"
"REMERON SOLTAB","MIRTAZAPINE","TABLET, ORALLY DISINTEGRATING;ORAL","021208","ORGANON USA INC","11/18/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020415s038,021208s028lbl.pdf#page=23"
"REMICADE","INFLIXIMAB","VIAL","103772","CENTOCOR INC","10/05/2021","http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/103772s5401lbl.pdf#page=50"
"RENFLEXIS","INFLIXIMAB-ABDA","INJECTABLE;INJECTION","761054","SAMSUNG BIOEPIS CO LTD","12/26/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761054s021lbl.pdf#page=55"
"RESTORIL","TEMAZEPAM","CAPSULE;ORAL","018163","SPECGX LLC","01/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/018163s071lbl.pdf#page=17"
"RETACRIT","EPOETIN ALFA-EPBX","INJECTABLE;INJECTION","125545","HOSPIRA INC","06/04/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/125545s005lbl.pdf#page=31"
"REVLIMID","LENALIDOMIDE","CAPSULE;ORAL","021880","CELGENE","03/24/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021880s067lbl.pdf#page=48"
"REXULTI","BREXPIPRAZOLE","TABLET;ORAL","205422","OTSUKA","05/07/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/205422s009lbl.pdf#page=36"
"REYVOW","LASMIDITAN SUCCINATE","TABLET;ORAL","211280","ELI LILLY AND CO","09/15/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/211280s008lbl.pdf#page=15"
"REZIRA","HYDROCODONE BITARTRATE; PSEUDOEPHEDRINE HYDROCHLORIDE","SOLUTION;ORAL","022442","PERSION","06/28/2018","http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/022442s010lbl.pdf#page=26"
"RIABNI","RITUXIMAB-ARRX","INJECTABLE;INJECTION","761140","AMGEN INC","06/03/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761140s001lbl.pdf#page=41"
"RINVOQ","UPADACITINIB","TABLET, EXTENDED RELEASE;ORAL","211675","ABBVIE INC","04/26/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/211675s019lbl.pdf#page=72"
"RITALIN","METHYLPHENIDATE HYDROCHLORIDE","TABLET;ORAL","010187","NOVARTIS","10/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/010187s092s096lbl.pdf#page18"
"RITALIN LA","METHYLPHENIDATE HYDROCHLORIDE","CAPSULE, EXTENDED RELEASE;ORAL","021284","NOVARTIS","10/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021284s042s046lbl.pdf#page18"
"RITALIN-SR","METHYLPHENIDATE HYDROCHLORIDE","TABLET, EXTENDED RELEASE;ORAL","018029","NOVARTIS","11/19/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/010187s091,018029s059lbl.pdf#page=13"
"RITUXAN","RITUXIMAB","SOLUTION;INTRAVENOUS","103705","GENENTECH","12/17/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/103705s5465lbl.pdf#page=56"
"RITUXAN HYCELA","RITUXIMAB; HYALURONIDASE (HUMAN RECOMBINANT)","SOLUTION;SUBCUTANEOUS","761064","GENENTECH INC","06/10/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/761064s013lbl.pdf#page=28"
"ROXICODONE","OXYCODONE HYDROCHLORIDE","TABLET;ORAL","021011","SPECGX LLC","04/19/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021011s013lbl.pdf#page=30"
"ROXYBOND","OXYCODONE HYDROCHLORIDE","TABLET;ORAL","209777","OHEMO LIFE","04/19/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/209777s008lbl.pdf#page=38"
"ROZEREM","RAMELTEON","TABLET;ORAL","021782","TAKEDA PHARMS USA","11/03/2021","http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/021782s022lbl.pdf#page=17"
"RUXIENCE","RITUXIMAB-PVVR","INJECTABLE;INJECTION","761103","PFIZER INC","10/16/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761103s011lbl.pdf#page=42"
"RUZURGI","AMIFAMPRIDINE","TABLET;ORAL","209321","JACOBUS PHARM CO INC","08/21/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/209321s000lbl.pdf#page=15"
"RYBELSUS","SEMAGLUTIDE","TABLET;ORAL","213051","NOVO","01/24/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/213051s012lbl.pdf#page=24"
"RYBELSUS","SEMAGLUTIDE","TABLET;ORAL","213182","NOVO NORDISK INC","01/16/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/213182s000,213051s001lbl.pdf#page=23"
"SABRIL","VIGABATRIN","FOR SOLUTION;ORAL","022006","LUNDBECK PHARMS LLC","10/20/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020427s025,022006s026lbl.pdf#page=26"
"SABRIL","VIGABATRIN","TABLET;ORAL","020427","LUNDBECK PHARMS LLC","10/20/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020427s025,022006s026lbl.pdf#page=26"
"SAMSCA","TOLVAPTAN","TABLET;ORAL","022275","OTSUKA","04/22/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/022275s017lbl.pdf#page=19"
"SARAFEM","FLUOXETINE HYDROCHLORIDE","TABLET;ORAL","021860","APIL","09/20/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/021860s015lbl.pdf#page=32"
"SAVAYSA","EDOXABAN TOSYLATE","TABLET;ORAL","206316","DAIICHI SANKYO INC","10/18/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/206316s019lbl.pdf#page=35"
"SAVELLA","MILNACIPRAN HYDROCHLORIDE","TABLET;ORAL","022256","ALLERGAN","05/22/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022256s028lbl.pdf#page=31"
"SAXENDA","LIRAGLUTIDE RECOMBINANT","SOLUTION;SUBCUTANEOUS","206321","NOVO","04/20/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/206321s016lbl.pdf#page=30"
"SEGLENTIS","CELECOXIB; TRAMADOL HYDROCHLORIDE","TABLET;ORAL","213426","KOWA PHARMS","11/21/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/213426s003lbl.pdf#page=57"
"SEGLUROMET","ERTUGLIFLOZIN; METFORMIN HYDROCHLORIDE","TABLET;ORAL","209806","MERCK SHARP DOHME","09/12/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/209806s010lbl.pdf#page=33"
"SELZENTRY","MARAVIROC","SOLUTION;ORAL","208984","VIIV HLTHCARE","10/30/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/022128s019,208984s002lbl.pdf#page=43"
"SELZENTRY","MARAVIROC","TABLET;ORAL","022128","VIIV HLTHCARE","10/30/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/022128s019,208984s002lbl.pdf#page=43"
"SEREVENT","SALMETEROL XINAFOATE","POWDER;INHALATION","020692","GLAXOSMITHKLINE","07/22/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020692s047lbl.pdf#page=35"
"SEROQUEL","QUETIAPINE FUMARATE","TABLET;ORAL","020639","ASTRAZENECA","01/31/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020639s072lbl.pdf#page=49"
"SEROQUEL XR","QUETIAPINE FUMARATE","TABLET, EXTENDED RELEASE;ORAL","022047","ASTRAZENECA","01/28/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/022047s046lbl.pdf#page=53"
"SERTRALINE","SERTRALINE HYDROCHLORIDE","CAPSULE;ORAL","215133","ALMATICA PHARMA","08/18/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/215133s001lbl.pdf#page=27"
"SIGNIFOR","PASIREOTIDE DIASPARTATE","SOLUTION;SUBCUTANEOUS","200677","RECORDATI RARE","01/15/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/200677s006lbl.pdf#page=15"
"SIKLOS","HYDROXYUREA","TABLET;ORAL","208843","ADDMEDICA SAS","11/28/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/208843s004lbl.pdf#page=18"
"SILENOR","DOXEPIN HYDROCHLORIDE","TABLET;ORAL","022036","CURRAX","10/29/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/022036s006lbl.pdf#page=19"
"SILIQ","BRODALUMAB","INJECTABLE;INJECTION","761032","VALEANT LUXEMBOURG","08/12/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/761032s014lbl.pdf#page=14"
"SIMPONI","GOLIMUMAB","INJECTABLE; INJECTION","125289","CENTOCOR ORTHO BIOTECH INC","09/24/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/125289s146lbl.pdf#page=38"
"SIMPONI ARIA","GOLIMUMAB","INJECTABLE; INJECTION","125433","JANSSEN BIOTECH","02/01/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/125433s032lbl.pdf#page=34"
"SINEQUAN","DOXEPIN HYDROCHLORIDE","CAPSULE;ORAL","016798","PFIZER","07/14/2014","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm089129.pdf"
"SINGULAIR","MONTELUKAST SODIUM","GRANULE;ORAL","021409","MERCK","02/22/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020829s074,020830s0760,021409s052lbl.pdf#page=25"
"SINGULAIR","MONTELUKAST SODIUM","TABLET;ORAL","020829","MSD MERCK CO","02/22/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020829s074,020830s076,021409s052lbl.pdf#page=25"
"SINGULAIR","MONTELUKAST SODIUM","TABLET, CHEWABLE;ORAL","020830","MSD MERCK CO","02/22/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020829s074,020830s0760,021409s052lbl.pdf#page=25"
"SIRTURO","BEDAQUILINE FUMARATE","TABLET;ORAL","204384","JANSSEN THERAP","06/21/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/204384s017lbl.pdf#page=27"
"SKYRIZI","RISANKIZUMAB-RZAA","INJECTABLE;SUBCUTANEOUS","761262","ABBVIE INC","06/18/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761262s001lbl.pdf#page=30"
"SKYRIZI","RISANKIZUMAB-RZAA","INJECTABLE;INJECTION","761105","ABBVIE INC","06/18/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761105s018lbl.pdf#page=30"
"SODIUM OXYBATE","SODIUM OXYBATE","SOLUTION;ORAL","202090","HIKMA","01/03/2022","http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/202090lbl.pdf#page=18"
"SOHONOS","PALOVEROTENE","CAPSULE;ORAL","215559","IPSEN BIOPHARMACEUTICALS","08/16/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/215559s000lbl.pdf#page=20"
"Solaraze","Diclofenac Sodium","GEL;TOPICAL","021005","FOUGERA PHARMS","11/14/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/021005s024lbl.pdf#page=22"
"SOLARAZE","DICLOFENAC SODIUM","GEL;TOPICAL","021005","FOUGERA PHARMS","04/28/2021","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM501655.pdf"
"SOLIQUA 100/33","INSULIN GLARGINE; LIXISENATIDE","SOLUTION;SUBCUTANEOUS","208673","SANOFI-AVENTIS US","09/28/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/208673s013lbl.pdf#page=29"
"SOLIRIS","ECULIZUMAB","INJECTABLE; IV (INFUSION)","125166","ALEXION PHARM","06/28/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/125166s431lbl.pdf#page=40"
"SOLTAMOX","TAMOXIFEN CITRATE","SOLUTION;ORAL","021807","MAYNE PHARMA INC","04/08/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/021807s006lbl.pdf#page=36"
"SONATA","ZALEPLON","CAPSULE;ORAL","020859","PFIZER","08/18/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020859s016lbl.pdf#page=21"
"SORIATANE","ACITRETIN","CAPSULE;ORAL","019821","STIEFEL LABS INC","02/22/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/019821s029lbl.pdf#page=30"
"SOTRET","ISOTRETINOIN","CAPSULE;ORAL","076041","SUN PHARM INDS LTD","04/12/2012","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/Sotret.pdf"
"SOTYKTU","DEUCRAVACITINIB","TABLET;ORAL","214958","BRISTOL MYERS SQUIBB","09/09/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/214958s000lbl.pdf#page=19"
"SPEVIGO","SPESOLIMAB-SBZO","INJECTABLE;INTRAVENOUS","761244","Boehringer Ingelheim Pharmaceuticals, Inc","03/18/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761244s000lbl.pdf#page=11"
"SPRAVATO","ESKETAMINE HYDROCHLORIDE","SPRAY;NASAL","211243","JANSSEN PHARMS","10/18/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/211243s012lbl.pdf#page=43"
"SPRITAM","LEVETIRACETAM","TABLET, FOR SUSPENSION;ORAL","207958","APRECIA PHARMS","06/14/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/207958s023lbl.pdf#page=36"
"SPRIX","KETOROLAC TROMETHAMINE","SPRAY, METERED;NASAL","022382","ZYLA","11/21/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/022382s022lbl.pdf#page=22"
"STAVZOR","VALPROIC ACID","CAPSULE, DELAYED RELEASE;ORAL","022152","BIONPHARMA INC","11/30/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/022152s009lbl.pdf#page=42"
"STEGLATRO","ERTUGLIFLOZIN","TABLET;ORAL","209803","MERCK SHARP DOHME","09/12/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/209803s007lbl.pdf#page=25"
"STEGLUJAN","ERTUGLIFLOZIN; SITAGLIPTIN PHOSPHATE","TABLET;ORAL","209805","MERCK SHARP DOHME","09/12/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/209805s016lbl.pdf#page=30"
"STELARA","USTEKINUMAB","INJECTABLE;INJECTION","761044","JANSSEN BIOTECH","03/18/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761044s009lbl.pdf#page=37"
"STELARA","USTEKINUMAB","INJECTABLE; INJECTION","125261","CENTOCOR ORTHO BIOTECH INC","03/18/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/125261s158,761044s009lbl.pdf#page=36"
"STRATTERA","ATOMOXETINE HYDROCHLORIDE","CAPSULE;ORAL","021411","LILLY","01/06/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/021411s050lbl.pdf#page=20"
"STRIVERDI RESPIMAT","OLODATEROL HYDROCHLORIDE","SPRAY, METERED;INHALATION","203108","BOEHRINGER INGELHEIM","05/29/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/striverdi respimatMedGuide2016.pdf"
"SUBLOCADE","BUPRENORPHINE","SOLUTION, EXTENDED RELEASE;SUBCUTANEOUS","209819","INDIVIOR INC","09/22/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/209819s018lbl.pdf#page=45"
"SUBOXONE","BUPRENORPHINE HYDROCHLORIDE; NALOXONE HYDROCHLORIDE","FILM;BUCCAL, SUBLINGUAL","022410","INDIVIOR INC","06/17/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/022410s046s047lbl.pdf#page=35"
"SUBOXONE","BUPRENORPHINE HYDROCHLORIDE; NALOXONE HYDROCHLORIDE","TABLET;SUBLINGUAL","020733","INDIVIOR INC","06/17/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020733s031s032lbl.pdf#page=32"
"SUBSYS","FENTANYL","SPRAY;SUBLINGUAL","202788","BTCP PHARMA","12/03/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/202788s023lbl.pdf#page=40"
"SUBUTEX","BUPRENORPHINE HYDROCHLORIDE","TABLET;SUBLINGUAL","020732","INDIVIOR INC","06/17/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020732s027s028lbl.pdf#page=29"
"SUCLEAR","MAGNESIUM SULFATE; POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; POTASSIUM SULFATE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM SULFATE","SOLUTION;ORAL","203595","BRAINTREE LABS","08/15/2013","https://www.accessdata.fda.gov/drugsatfda_docs/label/2013/203595s000lbl.pdf#page=13"
"SUFLAVE","POLYETHYLENE GLYCOL 3350; SODIUM SULFATE; POTASSIUM CHLORIDE; MAGNESIUM SULFATE; SODIUM CHLORIDE","SOLUTION;ORAL","215344","BRAINTREE LABORATORIES","06/15/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/215344s000lbl.pdf#page=14"
"SUNOSI","SOLRIAMFETOL HYDROCHLORIDE","TABLET;ORAL","211230","JAZZ","06/28/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/211230s009lbl.pdf#page=23"
"SUPPRELIN LA","HISTRELIN ACETATE","IMPLANT;SUBCUTANEOUS","022058","ENDO PHARM","04/22/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/022058s017lbl.pdf#page=20"
"SUPREP BOWEL PREP KIT","MAGNESIUM SULFATE; POTASSIUM SULFATE; SODIUM SULFATE","SOLUTION;ORAL","022372","BRAINTREE LABS","08/05/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/022372s013lbl.pdf#page=13"
"SURMONTIL","TRIMIPRAMINE MALEATE","CAPSULE;ORAL","016792","ODYSSEY PHARMS","09/30/2014","https://www.accessdata.fda.gov/drugsatfda_docs/label/2014/016792s037lbl.pdf#page=12"
"SUSTOL","GRANISETRON","INJECTION, EXTENDED RELEASE;SUBCUTANEOUS","022445","HERON THERAPS INC","05/25/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022445s010lbl.pdf#page=17"
"SUTAB","MAGNESIUM SULFATE; POTASSIUM CHLORIDE; SODIUM SULFATE","TABLET;ORAL","213135","BRAINTREE LABS","10/24/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/213135s004lbl.pdf#page=15"
"SUTENT","SUNITINIB MALATE","CAPSULE;ORAL","021938","CPPI CV","08/30/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/021938s039lbledt.pdf#page=34"
